"product_name","brand","price","original_price","url","image_url"
"iPhone 17 Pro Max 512GB | Chính hãng","Apple","44.490.000đ","","https://cellphones.com.vn/iphone-17-pro-max-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-17-pro-cam_3.jpg"
"Nubia Neo 3 GT 12GB 256GB","Other","6.590.000đ","6.990.000đ","https://cellphones.com.vn/dien-thoai-nubia-neo-3-gt-12gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-neo-3-gt-12gb-256gb.1.png"
"iPhone 16 128GB | Chính hãng VN/A","Apple","20.990.000đ","22.990.000đ","https://cellphones.com.vn/iphone-16.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-16-1.png"
"Samsung Galaxy A07 4GB 128GB","Samsung","3.390.000đ","","https://cellphones.com.vn/dien-thoai-samsung-galaxy-a07.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-a07-black.jpg"
"Samsung Galaxy S25 FE 8GB 128GB","Samsung","14.390.000đ","16.690.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25-fe.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-s25-fe-1.jpg"
"iPhone 16e 256GB | Chính hãng VN/A","Apple","15.490.000đ","19.990.000đ","https://cellphones.com.vn/iphone-16e-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-16e-256gb.png"
"iPhone 16 Pro 256GB | Chính hãng VN/A","Apple","28.990.000đ","31.990.000đ","https://cellphones.com.vn/iphone-16-pro-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-16-pro.png"
"iPhone 15 256GB | Chính hãng VN/A","Apple","20.590.000đ","22.990.000đ","https://cellphones.com.vn/iphone-15-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-15-plus-256gb_3.png"
"Xiaomi Redmi Note 14 Pro Plus 5G 8GB 256GB","Xiaomi","8.590.000đ","10.800.000đ","https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-14-pro-plus.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-14-pro-plus-xanh.jpg"
"Samsung Galaxy A17 5G 8GB 128GB","Samsung","6.190.000đ","","https://cellphones.com.vn/dien-thoai-samsung-galaxy-a17-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-a17-5g-back.jpg"
"OPPO Reno14 F 5G 8GB 256GB","Oppo","10.300.000đ","10.490.000đ","https://cellphones.com.vn/dien-thoai-oppo-reno14-f.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-reno14-f-w.jpg"
"iPhone 16 Plus 128GB | Chính hãng VN/A","Apple","24.590.000đ","25.990.000đ","https://cellphones.com.vn/iphone-16-plus.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-16-plus-1.png"
"TECNO Spark 40 Pro+ 8GB 256GB (Chỉ có tại CellphoneS)","Tecno","5.190.000đ","5.690.000đ","https://cellphones.com.vn/dien-thoai-tecno-spark-40-pro-plus.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/tecno-spark-40__1.jpg"
"Xiaomi Redmi Note 14 5G 8GB 256GB","Xiaomi","6.690.000đ","7.160.000đ","https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-14-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-14-5g.1.png"
"HONOR Magic V5 16GB 512GB","Other","42.990.000đ","44.990.000đ","https://cellphones.com.vn/dien-thoai-honor-magic-v5.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/h/o/honor-magic-v5_1.jpg"
"Xiaomi 15 Ultra 5G 16GB 1TB","Xiaomi","30.990.000đ","38.250.000đ","https://cellphones.com.vn/dien-thoai-xiaomi-15-ultra-1tb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/p/h/photo_2025-04-16_11-45-37.jpg"
"Nubia Neo 3 4G 8GB 128GB","Other","3.990.000đ","4.490.000đ","https://cellphones.com.vn/dien-thoai-nubia-neo-3-4g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-neo-3-4g_2__1.png"
"Meizu Lucky 08 5G 12GB 256GB","Other","5.490.000đ","6.490.000đ","https://cellphones.com.vn/dien-thoai-meizu-lucky-08.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-meizu-lucky-08_1.png"
"Samsung Galaxy S25 512GB","Samsung","20.690.000đ","26.010.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-s25_1__3.png"
"Điện thoại Meizu Mblu 22 Pro NFC 6GB 256GB","Other","2.890.000đ","3.090.000đ","https://cellphones.com.vn/dien-thoai-meizu-mblu-22-pro-6gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/_/i/_i_n_tho_i_meizu_mblu_22_pro_nfc_4gb_128gb_1_1.jpg"
"Samsung Galaxy A36 5G 8GB 128GB","Samsung","7.490.000đ","8.140.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-a36.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-a36.2.png"
"Samsung Galaxy S24 Ultra 12GB 256GB","Samsung","22.590.000đ","29.450.000đ","https://cellphones.com.vn/samsung-galaxy-s24-ultra.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/s/ss-s24-ultra-xam-222.png"
"OPPO Find X9 16GB 512GB","Oppo","26.990.000đ","","https://cellphones.com.vn/dien-thoai-oppo-find-x9-16gb-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/x/9/x9-1_1.jpg"
"iPhone 14 256GB | Chính hãng VN/A","Apple","16.290.000đ","18.990.000đ","https://cellphones.com.vn/iphone-14-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-14-256gb.jpg"
"iPhone 17 Pro Max 2TB | Chính hãng","Apple","63.990.000đ","","https://cellphones.com.vn/iphone-17-pro-max-2tb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-17-pro-max_1_1.jpg"
"Điện thoại Meizu Mblu Note 21 Pro NFC 8GB 256GB","Other","3.990.000đ","","https://cellphones.com.vn/dien-thoai-meizu-mblu-note-21-pro.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/e/meizu-mblu-note-21-pro.jpg"
"OPPO A6 Pro 8GB 256GB","Oppo","7.990.000đ","8.290.000đ","https://cellphones.com.vn/dien-thoai-oppo-a6-pro.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo_a6_pro_8gb_256gb_3.jpg"
"iPhone 16 Pro Max 1TB | Chính hãng VN/A","Apple","42.990.000đ","46.990.000đ","https://cellphones.com.vn/iphone-16-pro-max-1tb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-16-pro-max_2.png"
"OPPO Reno14 5G 12GB 256GB","Oppo","15.500.000đ","15.990.000đ","https://cellphones.com.vn/dien-thoai-oppo-reno14.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-reno14-w.jpg"
"Nothing Phone 2A Plus 5G 12GB 256GB - Chỉ có tại CellphoneS","Other","7.890.000đ","11.490.000đ","https://cellphones.com.vn/dien-thoai-nothing-phone-2a-plus.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nothing-phone-2a-plus_1_.png"
"Samsung Galaxy A06 5G 4GB 128GB","Samsung","3.120.000đ","3.920.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-a06-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-a06-5g_1__1.png"
"Samsung Galaxy S25 Plus 256GB","Samsung","22.700.000đ","26.500.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25-plus.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-s25-plus_3_.png"
"Samsung Galaxy A26 5G 8GB 128GB","Samsung","6.570.000đ","6.870.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-a26.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-a26_6__1.png"
"Samsung Galaxy Z Flip6 12GB 256GB","Samsung","21.590.000đ","28.470.000đ","https://cellphones.com.vn/samsung-galaxy-z-flip-6.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/f/r/frame_166_3.png"
"HONOR X9c 5G 12GB 256GB","Other","7.490.000đ","9.320.000đ","https://cellphones.com.vn/dien-thoai-honor-x9c-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/_/i/_i_n_tho_i_honor_x6c_6gb_128gb-1_1.jpg"
"Xiaomi Redmi Note 13 Pro 5G 8GB 256GB","Xiaomi","6.790.000đ","9.300.000đ","https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-13-pro-5g-8gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/p/h/photo_2024-12-20_17-05-54_1.jpg"
"Samsung Galaxy A16 5G 8GB 128GB","Samsung","5.290.000đ","5.980.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-a16.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-a16_1__3.png"
"iPhone 16 Plus 256GB | Chính hãng VN/A","Apple","27.790.000đ","28.990.000đ","https://cellphones.com.vn/iphone-16-plus-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-16-plus-1_1.png"
"Samsung Galaxy S25 Ultra 512GB","Samsung","29.350.000đ","36.810.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25-ultra-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-s25-ultra_2__4.png"
"Samsung Galaxy S25 FE 8GB 512GB","Samsung","19.390.000đ","21.990.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25-fe-8gb-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-s25-fe-1_1.jpg"
"Nubia Neo 3 5G 8GB 256GB","Other","4.990.000đ","5.490.000đ","https://cellphones.com.vn/dien-thoai-nubia-neo-3-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-neo-3-5g.1_1.png"
"ZTE Nubia Z60S Pro 12GB 256GB","Other","9.990.000đ","10.000.000đ","https://cellphones.com.vn/dien-thoai-zte-nubia-z60s-pro.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-zte-nubia-z60s-pro_2.png"
"Nubia Neo 2 5G","Other","4.290.000đ","4.990.000đ","https://cellphones.com.vn/nubia-neo-2.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/f/r/frame_143.png"
"Xiaomi Redmi 15C 4GB 128GB NFC","Xiaomi","3.490.000đ","3.690.000đ","https://cellphones.com.vn/dien-thoai-xiaomi-redmi-15c.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-15c-41_1.jpg"
"Điện thoại Nubia Z70 Ultra 5G 12GB 256GB","Other","16.990.000đ","19.990.000đ","https://cellphones.com.vn/dien-thoai-zte-z70-ultra-12gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-z70s-ultra-5g_11__2.png"
"Xiaomi 15 5G 12GB 512GB","Xiaomi","20.490.000đ","26.500.000đ","https://cellphones.com.vn/dien-thoai-xiaomi-15-12gb-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/m/image_1262703569.jpg"
"OPPO Find X8 16GB 512GB","Oppo","21.580.000đ","22.990.000đ","https://cellphones.com.vn/dien-thoai-oppo-find-x8.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-oppo-find-x8-xam-1.png"
"Xiaomi 15 Ultra 5G 16GB 512GB","Xiaomi","30.360.000đ","34.360.000đ","https://cellphones.com.vn/dien-thoai-xiaomi-15-ultra.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-xiaomi-15-ultra.png"
"Sony Xperia 1 VII 12GB 256GB","Sony","29.990.000đ","34.990.000đ","https://cellphones.com.vn/dien-thoai-sony-xperia-1-vii.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-sony-xperia-1-vii.png"
"Redmi Note 13 Pro 5G 12GB 512GB","Other","8.290.000đ","10.780.000đ","https://cellphones.com.vn/dien-thoai-redmi-note-13-pro-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/x/i/xiaomi_redmi_13_pro_5g.png"
"Nubia V70 Design 8GB 128GB","Other","2.790.000đ","","https://cellphones.com.vn/dien-thoai-nubia-v70-design-8gb-128gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-v70-design-8gb-128gb.png"
"OPPO Reno10 Pro+ 5G 12GB 256GB","Oppo","10.490.000đ","13.990.000đ","https://cellphones.com.vn/oppo-reno10-pro-plus.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-reno10-pro-plus-tim.png"
"Samsung Galaxy S24 FE 5G 8GB 128GB","Samsung","11.490.000đ","16.690.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-s24-fe.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-s24-fe_3__4.png"
"Xiaomi 14T 12GB 512GB","Xiaomi","11.790.000đ","13.740.000đ","https://cellphones.com.vn/xiaomi-14t.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/x/i/xiaomi_14t_2_.png"
"Nubia Music NFC 4GB 128GB (Bản đặc biệt)","Other","2.090.000đ","2.490.000đ","https://cellphones.com.vn/dien-thoai-nubia-music.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-music_2_.png"
"Tecno Pova 7 8GB 128GB","Tecno","4.090.000đ","4.590.000đ","https://cellphones.com.vn/dien-thoai-tecno-pova-7.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-tecno-pova-7_8_.png"
"OPPO Reno12 5G 12GB 256GB","Oppo","8.990.000đ","12.990.000đ","https://cellphones.com.vn/dien-thoai-oppo-reno12-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_5__7_70.png"
"Samsung Galaxy S25 Plus 512GB","Samsung","24.440.000đ","29.490.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25-plus-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-s25-plus_5.png"
"iPhone 17 Pro 1TB | Chính hãng","Apple","47.590.000đ","47.990.000đ","https://cellphones.com.vn/iphone-17-pro-1tb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone_17_pro_512gb_1.jpg"
"Xiaomi Redmi Note 13 Pro 8GB 256GB","Xiaomi","5.790.000đ","7.850.000đ","https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-13-pro-8gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/x/i/xiaomi-redmi-note-13-pro-4g_13__1_3.png"
